phrase_cd,title,audio_url,A_sec,B_sec,C_sec,note
P1-007-023,우조지름시조023,https://apis.gugak.go.kr/phrase/007ujojireumsijo/P1-007-023.wav,23.49,28.54,10.75,A 유지 23.68→23.49s(구조적 에너지 피크 재탐색); B 변경 28.16→28.54s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.19→10.75s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=엇모리; 태그=신비|웅장; dur=35.52s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.98
P1-007-024,우조지름시조024,https://apis.gugak.go.kr/phrase/007ujojireumsijo/P1-007-024.wav,10.05,16.64,9.98,A 변경 17.60→10.05s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 9.92→16.64s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.19→9.98s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=엇모리; 태그=신비|웅장; dur=18.90s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=1.00
P1-007-025,우조지름시조025,https://apis.gugak.go.kr/phrase/007ujojireumsijo/P1-007-025.wav,9.98,16.32,9.98,A 유지 10.05→9.98s(구조적 에너지 피크 재탐색); B 변경 9.86→16.32s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.19→9.98s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=엇모리; 태그=신비|웅장; dur=18.90s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
P1-008-066,죽지사066,https://apis.gugak.go.kr/phrase/008jukjisa/P1-008-066.wav,15.68,22.08,4.42,A 변경 1.02→15.68s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 15.68→22.08s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.45→4.42s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=세마치; 태그=슬픔|차분; dur=23.65s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=1.00
P1-008-067,죽지사067,https://apis.gugak.go.kr/phrase/008jukjisa/P1-008-067.wav,4.35,8.0,4.42,A 변경 7.74→4.35s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 15.74→8.00s(전진 이동; A 이후 해소 구간 재탐색); C 변경 0.45→4.42s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=세마치; 태그=슬픔|차분; dur=23.65s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
P1-008-068,죽지사068,https://apis.gugak.go.kr/phrase/008jukjisa/P1-008-068.wav,25.54,27.33,8.19,A 변경 8.38→25.54s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 25.54→27.33s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→8.19s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=세마치; 태그=슬픔|차분; dur=35.83s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
P1-008-069,죽지사069,https://apis.gugak.go.kr/phrase/008jukjisa/P1-008-069.wav,25.54,35.01,8.19,A 유지 25.66→25.54s(구조적 에너지 피크 재탐색); B 변경 17.09→35.01s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→8.19s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=세마치; 태그=슬픔|차분; dur=35.83s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
P1-008-070,죽지사070,https://apis.gugak.go.kr/phrase/008jukjisa/P1-008-070.wav,19.07,20.54,8.96,A 변경 26.30→19.07s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 26.11→20.54s(전진 이동; A 이후 해소 구간 재탐색); C 변경 0.13→8.96s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=세마치; 태그=슬픔|차분; dur=33.44s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.98
P1-008-071,죽지사071,https://apis.gugak.go.kr/phrase/008jukjisa/P1-008-071.wav,19.07,26.56,8.96,A 변경 26.30→19.07s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 19.07→26.56s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→8.96s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=세마치; 태그=슬픔|차분; dur=33.44s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.98
P1-008-072,죽지사072,https://apis.gugak.go.kr/phrase/008jukjisa/P1-008-072.wav,9.86,12.67,9.92,A 유지 9.98→9.86s(구조적 에너지 피크 재탐색); B 변경 14.27→12.67s(전진 이동; A 이후 해소 구간 재탐색); C 변경 0.13→9.92s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=세마치; 태그=슬픔|차분; dur=25.64s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=1.00
P1-008-073,죽지사073,https://apis.gugak.go.kr/phrase/008jukjisa/P1-008-073.wav,9.86,14.72,9.79,A 유지 9.98→9.86s(구조적 에너지 피크 재탐색); B 변경 17.34→14.72s(전진 이동; A 이후 해소 구간 재탐색); C 변경 0.13→9.79s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=세마치; 태그=슬픔|차분; dur=25.64s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
P1-009-089,길군악089,https://apis.gugak.go.kr/phrase/009gilgunak/P1-009-089.wav,11.2,14.46,3.97,A 변경 5.63→11.20s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 11.20→14.46s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→3.97s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=세마치; 태그=슬픔|차분; dur=18.68s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=1.00
P1-009-090,길군악090,https://apis.gugak.go.kr/phrase/009gilgunak/P1-009-090.wav,11.2,16.77,3.97,A 유지 11.33→11.20s(구조적 에너지 피크 재탐색); B 변경 5.50→16.77s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→3.97s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=세마치; 태그=슬픔|차분; dur=18.68s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
P1-009-091,길군악091,https://apis.gugak.go.kr/phrase/009gilgunak/P1-009-091.wav,15.81,18.24,7.62,A 유지 15.87→15.81s(구조적 에너지 피크 재탐색); B 변경 7.55→18.24s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→7.62s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=세마치; 태그=슬픔|차분; dur=30.56s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=1.00
P1-009-092,길군악092,https://apis.gugak.go.kr/phrase/009gilgunak/P1-009-092.wav,7.55,16.19,7.62,A 유지 7.74→7.55s(구조적 에너지 피크 재탐색); B 변경 15.81→16.19s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→7.62s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=세마치; 태그=슬픔|차분; dur=30.56s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
P1-009-093,길군악093,https://apis.gugak.go.kr/phrase/009gilgunak/P1-009-093.wav,12.8,18.94,7.87,A 변경 15.36→12.80s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 12.80→18.94s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.38→7.87s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=세마치; 태그=슬픔|차분; dur=30.00s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=1.00
P1-009-094,길군악094,https://apis.gugak.go.kr/phrase/009gilgunak/P1-009-094.wav,12.8,23.17,7.87,A 유지 12.93→12.80s(구조적 에너지 피크 재탐색); B 변경 15.30→23.17s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.38→7.87s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=세마치; 태그=슬픔|차분; dur=30.00s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=1.00
P1-009-095,길군악095,https://apis.gugak.go.kr/phrase/009gilgunak/P1-009-095.wav,15.36,16.13,7.49,A 변경 22.14→15.36s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 12.35→16.13s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→7.49s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=엇모리; 태그=신비|웅장; dur=23.79s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=1.00
P1-009-096,길군악096,https://apis.gugak.go.kr/phrase/009gilgunak/P1-009-096.wav,15.36,16.13,7.49,A 유지 15.49→15.36s(구조적 에너지 피크 재탐색); B 변경 12.42→16.13s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→7.49s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=세마치; 태그=슬픔|차분; dur=23.79s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=1.00
P1-010-033,황계사033,https://apis.gugak.go.kr/phrase/010hwanggyesa/P1-010-033.wav,15.87,20.54,5.12,A 변경 7.62→15.87s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 15.87→20.54s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.26→5.12s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=세마치; 태그=슬픔|차분; dur=22.73s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
P1-010-034,황계사034,https://apis.gugak.go.kr/phrase/010hwanggyesa/P1-010-034.wav,26.82,32.45,8.38,A 유지 26.88→26.82s(구조적 에너지 피크 재탐색); B 변경 13.50→32.45s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→8.38s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=세마치; 태그=슬픔|차분; dur=34.51s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
P1-010-035,황계사035,https://apis.gugak.go.kr/phrase/010hwanggyesa/P1-010-035.wav,13.95,21.95,5.5,A 변경 5.63→13.95s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 10.24→21.95s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→5.50s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=엇모리; 태그=신비|웅장; dur=29.68s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.97
P1-010-036,황계사036,https://apis.gugak.go.kr/phrase/010hwanggyesa/P1-010-036.wav,13.89,22.72,5.63,A 유지 14.02→13.89s(구조적 에너지 피크 재탐색); B 변경 5.63→22.72s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→5.63s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=세마치; 태그=슬픔|차분; dur=25.26s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.97
P1-011-043,춘면곡043,https://apis.gugak.go.kr/phrase/011chunmyeongok/P1-011-043.wav,7.23,14.46,4.61,A 유지 7.30→7.23s(구조적 에너지 피크 재탐색); B 변경 13.89→14.46s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.32→4.61s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=세마치; 태그=슬픔|차분; dur=21.07s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=1.00
P1-011-044,춘면곡044,https://apis.gugak.go.kr/phrase/011chunmyeongok/P1-011-044.wav,13.95,19.01,4.61,A 유지 14.02→13.95s(구조적 에너지 피크 재탐색); B 변경 4.54→19.01s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.26→4.61s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=세마치; 태그=슬픔|차분; dur=21.07s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=1.00
P1-011-045,춘면곡045,https://apis.gugak.go.kr/phrase/011chunmyeongok/P1-011-045.wav,15.17,18.94,7.36,A 유지 15.17→15.17s(구조적 에너지 피크 재탐색); B 변경 7.36→18.94s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→7.36s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=엇모리; 태그=신비|웅장; dur=30.11s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
P1-011-046,춘면곡046,https://apis.gugak.go.kr/phrase/011chunmyeongok/P1-011-046.wav,15.1,23.74,7.36,A 변경 7.55→15.10s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 15.10→23.74s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→7.36s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=세마치; 태그=슬픔|차분; dur=30.11s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
P1-011-047,춘면곡047,https://apis.gugak.go.kr/phrase/011chunmyeongok/P1-011-047.wav,15.3,22.98,7.55,A 유지 15.30→15.30s(구조적 에너지 피크 재탐색); B 변경 22.46→22.98s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→7.55s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=세마치; 태그=슬픔|차분; dur=31.42s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=1.00
P1-011-048,춘면곡048,https://apis.gugak.go.kr/phrase/011chunmyeongok/P1-011-048.wav,22.46,28.16,7.55,A 유지 22.59→22.46s(구조적 에너지 피크 재탐색); B 변경 12.35→28.16s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→7.55s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=세마치; 태그=슬픔|차분; dur=31.42s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=1.00
P1-011-049,춘면곡049,https://apis.gugak.go.kr/phrase/011chunmyeongok/P1-011-049.wav,12.03,19.2,1.54,A 변경 22.78→12.03s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 15.30→19.20s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.45→1.54s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=세마치; 태그=슬픔|차분; dur=25.48s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=1.00
P1-011-050,춘면곡050,https://apis.gugak.go.kr/phrase/011chunmyeongok/P1-011-050.wav,11.97,15.74,7.94,A 변경 15.42→11.97s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 12.03→15.74s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.45→7.94s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=엇모리; 태그=신비|웅장; dur=25.48s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
P1-012-085,어부사085,https://apis.gugak.go.kr/phrase/012eobusa/P1-012-085.wav,17.41,22.4,1.73,A 변경 1.92→17.41s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 17.28→22.40s(후행 이동; A 이후 해소 구간 재탐색); C 변경 1.41→1.73s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=엇모리; 태그=신비|웅장; dur=26.16s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.96
P1-012-086,어부사086,https://apis.gugak.go.kr/phrase/012eobusa/P1-012-086.wav,17.28,24.19,1.73,A 변경 1.92→17.28s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 17.28→24.19s(후행 이동; A 이후 해소 구간 재탐색); C 변경 1.34→1.73s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=세마치; 태그=슬픔|차분; dur=26.16s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.98
P1-012-087,어부사087,https://apis.gugak.go.kr/phrase/012eobusa/P1-012-087.wav,13.5,15.3,9.28,A 변경 17.66→13.50s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 9.22→15.30s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→9.28s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=세마치; 태그=슬픔|차분; dur=38.40s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=1.00
P1-012-088,어부사088,https://apis.gugak.go.kr/phrase/012eobusa/P1-012-088.wav,13.44,18.05,9.15,A 변경 9.34→13.44s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 17.60→18.05s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→9.15s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=세마치; 태그=슬픔|차분; dur=38.40s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
P1-012-089,어부사089,https://apis.gugak.go.kr/phrase/012eobusa/P1-012-089.wav,7.74,8.83,7.68,A 유지 7.81→7.74s(구조적 에너지 피크 재탐색); B 변경 7.62→8.83s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→7.68s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=세마치; 태그=슬픔|차분; dur=14.86s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.98
P1-012-090,어부사090,https://apis.gugak.go.kr/phrase/012eobusa/P1-012-090.wav,7.74,12.93,7.68,A 유지 7.81→7.74s(구조적 에너지 피크 재탐색); B 변경 7.62→12.93s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→7.68s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=세마치; 태그=슬픔|차분; dur=14.86s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
P1-012-091,어부사091,https://apis.gugak.go.kr/phrase/012eobusa/P1-012-091.wav,8.38,11.46,0.83,A 유지 8.19→8.38s(구조적 에너지 피크 재탐색); B 변경 8.38→11.46s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→0.83s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=아쟁; 장단=세마치; 태그=슬픔|차분; dur=11.87s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.97
